assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2006-02-17,0,10,True,True,None,None,0,0.0,0,496661,None,,0,0,-1,1,0.0,628,273,0,0.0,None,,0,3,0.2,0.2,1,0.16,0.6,0.36,1.35,0.20,0.36,1.35,0.75,Tyler,0.2,411,194,0,0.0,0,False,0.0,629,272,245,False,0.0,625,271,,24,,None,54,208,131,p496661,0,0,None,0,,496661.jpg,1.0,379,177,False,-7,None,-79.3,"[{'offset': 0, 'projected_percent': '-89.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-126.3', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-163.1', 'likelihood': -5}]",0,0,241,False,0,0.0,,[],Dibling,0.0,543,222,False,None,0,0.0,a,0,9,11,2025-08-25,0.0,615,266,1,1072,17,2526,27,0.0,0.2,Dibling,0
0,2002-07-05,0,35,True,True,0,0,1,0.36,6,513466,None,,0,0,-1,1,32.1,151,93,24,8.67,None,,0,3,0.0,0.0,0,0.20,0.07,0.20,0.07,0.00,4.52,1.63,0.0,Merlin,1.2,248,114,2,0.72,0,False,6.1,239,108,246,False,26.6,233,95,,249,Unspecified injury - Expected back 11 Oct,2026-09-16T18:00:09.541933Z,49,397,237,p513466,0,0,None,0,,513466.jpg,2.0,213,93,False,-21,None,-16.7,"[{'offset': 0, 'projected_percent': '-24.7', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-53.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-82.6', 'likelihood': -3}]",13,0,80,False,0,0.0,,[],Röhl,0.0,513,206,False,None,3,1.08,i,5,9,11,2026-06-15,2.0,303,148,6,1959,4,4258,158,0.2,1.2,Röhl,1
1,2002-06-26,0,39,True,True,100,100,1,0.66,4,244860,3,,0,0,0,0,49.9,94,64,12,7.88,None,,0,3,2.0,2.0,1,0.13,0.09,0.18,0.12,0.05,3.91,2.57,0.03,Hayden,2.0,163,74,1,0.66,0,False,11.1,154,75,247,False,40.2,182,72,,137,,2026-08-26T22:00:07.797766Z,55,139,85,p244860,0,0,None,0,,244860.jpg,2.0,222,98,False,-42,None,-88.1,"[{'offset': 0, 'projected_percent': '-96.8', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-128.2', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-159.7', 'likelihood': -5}]",5,0,241,False,0,0.0,,[],Hackney,0.2,337,120,False,None,1,0.66,a,3,9,11,2026-07-02,21.0,151,78,10,3592,41,11022,182,0.4,1.8,Hackney,0
0,1998-01-31,0,5,False,True,0,0,0,0.0,1,486385,None,,0,0,-1,1,0.3,367,46,1,2.9,None,,0,4,0.0,0.0,0,0.00,0.0,0.09,0.26,0.09,1.92,5.57,0.26,Norberto Bercique,0.4,366,41,0,0.0,0,False,0.8,361,41,248,False,3.0,359,39,Beto,31,Has joined Fiorentina permanently,2026-09-02T16:05:23.357221Z,54,207,47,p486385,0,0,None,0,,486385.jpg,1.0,378,44,False,-176,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,90,False,0,0.0,,[],Gomes Betuncal,0.7,223,37,False,None,0,0.0,u,0,9,11,2023-08-29,5.0,272,39,2,16222,0,213789,1467,0.1,0.4,Beto,0
0,2002-10-21,2,83,True,True,None,None,3,0.65,5,586309,None,,0,0,1,-1,59.7,70,4,17,3.67,None,,0,4,4.0,4.0,6,0.15,0.03,3.72,0.8,3.57,4.88,1.05,0.77,Thierno,4.0,61,6,3,0.65,2,False,29.1,19,4,249,False,51.4,152,10,,417,,None,56,122,31,p586309,0,0,1,0,,586309.jpg,4.0,93,7,False,1618,None,86.2,"[{'offset': 0, 'projected_percent': '92.3', 'likelihood': 3}, {'offset': 1, 'projected_percent': '114.4', 'likelihood': 5}, {'offset': 2, 'projected_percent': '136.5', 'likelihood': 5}]",11,0,73,False,0,0.0,,[],Barry,7.9,49,8,False,None,5,1.08,a,1,9,11,2025-07-09,180.0,3,2,20,896178,14023,324277,6101,0.7,3.6,Barry,0
0,1997-08-29,2,75,True,True,None,None,2,1.02,8,154043,None,,0,0,0,0,12.8,230,80,13,6.61,None,,1,2,7.0,7.0,8,0.25,0.13,0.31,0.16,0.06,1.86,0.95,0.03,Ainsley,7.0,6,4,1,0.51,1,False,6.4,232,86,649,False,43.4,173,73,,177,,None,45,441,89,p154043,0,0,None,0,,154043.jpg,7.0,14,6,False,378,None,11.3,"[{'offset': 0, 'projected_percent': '12.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '17.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '23.1', 'likelihood': 2}]",7,0,241,False,0,0.0,,[],Maitland-Niles,1.0,182,68,False,None,2,1.02,a,5,9,11,2026-09-01,8.0,237,83,21,74593,1561,10461,569,1.6,4.7,Maitland-Niles,0
0,2007-11-07,0,0,True,True,None,None,0,0,0,629068,None,,0,0,0,0,0.0,520,212,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Braiden,0.0,545,220,0,0,0,False,0.0,526,207,654,False,0.0,521,205,,0,,None,45,539,282,p629068,0,0,None,0,,629068.jpg,0.0,545,220,False,0,2026-09-19T17:46:58.377521Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,242,False,0,0,,[],Graham,0.1,410,151,False,None,0,0,a,0,9,11,2025-12-29,0.0,479,184,0,11087,41,4453,148,0.0,0.0,Graham,0
0,1992-03-04,2,59,True,True,None,None,1,0.25,4,80201,None,,0,0,0,0,0.0,456,35,0,0.0,None,,0,1,3.0,3.0,0,0.00,0.0,0.00,0.0,0.00,7.51,1.88,0.0,Bernd,3.0,98,11,7,1.75,0,False,9.3,183,9,250,False,93.0,58,9,,360,,None,45,431,25,p80201,0,0,None,0,,80201.jpg,3.8,101,10,False,262,None,4.6,"[{'offset': 0, 'projected_percent': '5.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '9.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '12.7', 'likelihood': 1}]",33,0,80,False,11,2.75,,[],Leno,3.2,100,16,False,None,4,1.0,a,0,10,54,2022-08-02,0.0,405,31,15,117036,6139,92178,1136,0.7,3.3,Leno,0
0,1991-04-26,0,0,True,True,None,None,0,0,0,86873,None,,0,0,0,0,0.0,391,11,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benjamin,0.0,426,31,0,0,0,False,0.0,403,30,251,False,0.0,399,30,,0,,None,40,591,55,p86873,0,0,None,0,,86873.jpg,0.0,426,31,False,4,None,-19.9,"[{'offset': 0, 'projected_percent': '-19.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-19.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-18.9', 'likelihood': -1}]",0,0,73,False,0,0,,[],Lecomte,1.1,169,25,False,None,0,0,a,0,10,54,2025-07-26,0.0,331,7,0,23361,633,23779,344,0.0,0.0,Lecomte,0
0,None,0,0,False,True,0,0,0,0,0,505079,None,,0,0,0,0,0.0,420,27,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,453,47,0,0,0,False,0.0,431,46,252,False,0.0,426,46,,0,Has joined York City on loan for the rest of the season,2026-09-01T13:25:11.231240Z,40,631,71,p505079,0,0,None,0,,505079.jpg,0.0,453,47,False,-5,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,None,False,0,0,,[],McNally,0.1,395,46,False,None,0,0,u,0,10,54,None,0.0,360,23,0,2589,0,6123,127,0.0,0.0,McNally,0
0,1996-05-31,0,12,True,True,100,100,0,0.0,13,174874,None,,0,0,0,0,35.8,140,41,15,7.5,None,,0,2,0.4,0.4,0,0.10,0.05,0.10,0.05,0.00,3.99,2.0,0.0,Joachim,0.4,354,126,4,2.0,0,False,8.6,196,73,253,False,42.2,174,74,,180,,2026-07-23T12:01:23.516350Z,50,253,37,p174874,0,0,None,0,,174874.jpg,1.0,345,130,False,43,None,0.2,"[{'offset': 0, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.5', 'likelihood': 1}]",9,0,58,False,0,0.0,,[],Andersen,0.1,374,143,False,None,2,1.0,a,2,10,54,2024-08-23,8.0,240,85,2,12419,545,8255,145,0.1,0.4,Andersen,1
0,1997-08-08,0,46,True,True,None,None,1,0.27,14,169528,None,,0,0,0,0,76.7,46,6,24,6.37,None,,0,2,2.0,2.0,0,0.21,0.06,0.47,0.13,0.26,7.48,1.99,0.07,Antonee,2.0,158,58,7,1.86,0,False,15.8,90,25,254,False,63.6,110,52,Antonee Robinson,339,,None,45,444,92,p169528,0,0,2,0,,169528.jpg,2.5,173,67,False,111,None,-30.5,"[{'offset': 0, 'projected_percent': '-27.3', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-16.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-4.7', 'likelihood': -1}]",16,0,229,False,0,0.0,,[],Robinson,1.4,154,63,False,None,4,1.06,a,10,10,54,2020-08-20,18.0,163,49,10,45665,3180,64748,773,0.4,2.2,Robinson,0
0,1999-11-17,0,7,True,True,None,None,0,0.0,9,246301,None,,0,0,0,0,21.3,190,62,10,10.0,None,,0,2,0.6,0.6,0,0.03,0.03,0.03,0.03,0.00,2.24,2.24,0.0,Jorge,0.6,302,109,3,3.0,0,False,5.4,250,92,255,False,32.8,214,91,,90,,None,45,473,112,p246301,0,0,None,0,,246301.jpg,3.0,130,53,False,0,None,-60.6,"[{'offset': 0, 'projected_percent': '-60.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-60.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-60.6', 'likelihood': -3}]",3,0,200,False,0,0.0,,[],Cuenca Barreno,0.0,549,189,False,None,1,1.0,a,1,10,54,2024-08-03,0.0,427,177,3,1492,12,1907,14,0.1,0.7,J.Cuenca,0
0,1995-10-09,0,-1,True,True,0,0,0,0.0,3,167074,None,,0,0,-1,1,0.3,362,138,3,10.0,None,,0,2,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.65,2.17,0.0,Kenny,0.0,476,181,0,0.0,0,False,0.4,369,134,256,False,1.6,370,137,,27,Concussion - Expected back 10 Oct,2026-09-18T12:30:09.546158Z,44,557,141,p167074,0,0,None,0,,167074.jpg,0.0,476,181,False,-32,None,-21.1,"[{'offset': 0, 'projected_percent': '-23.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-32.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-41.6', 'likelihood': -3}]",0,0,152,False,0,0.0,https://www.fulhamfc.com/news/2026/september/18/team-news-concussion-rules-tete-out-but-sessegnon-could-return/,[],Tete,0.2,343,130,False,None,0,0.0,i,0,10,54,2020-09-10,2.0,298,111,0,1333,2,9794,349,0.0,0.0,Tete,1
0,1999-12-31,0,43,True,True,None,None,1,0.25,17,232892,None,,0,0,0,0,13.5,224,78,21,5.25,None,,0,2,1.8,1.8,0,0.07,0.02,0.14,0.04,0.07,7.51,1.88,0.02,Calvin,1.8,172,63,7,1.75,0,False,10.7,165,63,257,False,70.4,92,40,,360,,None,45,464,105,p232892,0,0,None,0,,232892.jpg,2.2,190,74,False,24,None,-18.3,"[{'offset': 0, 'projected_percent': '-16.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-11.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-6.8', 'likelihood': -1}]",15,0,157,False,0,0.0,,[],Bassey,0.7,218,84,False,None,4,1.0,a,4,10,54,2023-07-28,23.0,141,43,9,21418,404,28367,221,0.4,2.0,Bassey,1
2,1995-12-05,0,61,True,True,None,None,2,0.57,14,166477,None,,0,0,0,0,53.4,81,18,20,5.66,None,,0,2,3.8,3.8,0,0.38,0.11,1.05,0.3,0.67,5.21,1.47,0.19,Timothy,3.8,65,26,6,1.7,0,False,17.8,71,16,258,False,69.8,95,42,,318,,None,45,443,91,p166477,0,0,None,0,,166477.jpg,4.8,58,25,False,215,None,11.4,"[{'offset': 0, 'projected_percent': '12.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '15.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '18.1', 'likelihood': 1}]",14,0,21,False,0,0.0,,[],Castagne,0.9,195,73,False,None,4,1.13,a,6,10,54,2023-08-29,55.0,65,9,19,80982,4340,39281,552,0.8,4.2,Castagne,1
0,1996-05-03,0,67,True,True,None,None,1,0.27,4,153133,1,,0,0,-1,1,104.2,26,24,22,5.86,1,,0,3,1.8,1.8,0,0.81,0.22,1.01,0.27,0.20,7.04,1.87,0.05,Alex,1.8,182,85,7,1.86,0,False,16.7,80,48,261,False,39.6,185,74,,338,,None,54,173,110,p153133,0,0,3,0,,153133.jpg,2.2,197,86,False,-95,None,-58.0,"[{'offset': 0, 'projected_percent': '-63.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-84.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-105.2', 'likelihood': -5}]",14,0,157,False,0,0.0,,[],Iwobi,0.6,227,71,False,None,4,1.07,a,4,10,54,2023-09-01,23.0,143,72,9,19168,248,52976,615,0.3,1.7,Iwobi,0
0,2000-07-28,0,11,True,True,None,None,0,0.0,1,209289,None,,0,0,-1,1,23.8,177,102,3,7.11,None,,0,3,0.6,0.6,0,0.02,0.05,0.08,0.19,0.06,0.87,2.06,0.14,Emile,0.6,317,150,0,0.0,0,False,4.0,278,122,262,False,6.6,323,146,,38,,None,54,182,116,p209289,0,0,None,0,,209289.jpg,1.0,370,172,False,-34,None,-78.6,"[{'offset': 0, 'projected_percent': '-84.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-104.2', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-124.3', 'likelihood': -5}]",2,0,241,False,0,0.0,,[],Smith Rowe,0.2,311,109,False,None,0,0.0,a,0,10,54,2024-08-02,9.0,231,114,3,4253,55,19843,184,0.1,0.6,Smith Rowe,0
0,2003-01-04,0,8,True,True,None,None,0,0.0,0,560552,4,,0,0,-2,2,6.7,260,134,6,12.86,None,,0,3,0.6,0.6,0,0.12,0.26,0.15,0.32,0.03,0.74,1.59,0.06,Kevin,0.6,314,148,0,0.0,0,False,1.3,342,157,263,False,5.4,331,150,Kevin,42,,None,53,234,147,p560552,0,0,None,0,,560552.jpg,1.0,364,167,False,-4,None,-0.9,"[{'offset': 0, 'projected_percent': '-4.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-19.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-33.4', 'likelihood': -2}]",3,0,30,False,0,0.0,,[],Santos Lopes de Macedo,0.0,505,201,False,None,0,0.0,a,3,10,54,2025-09-01,1.0,318,157,3,1842,38,3984,47,0.1,0.6,Kevin,0
0,2003-07-12,0,47,True,True,None,None,2,0.66,4,477555,2,,0,0,0,0,115.0,17,16,22,7.25,None,,0,3,2.0,2.0,0,1.05,0.35,1.37,0.46,0.32,5.07,1.67,0.11,Oscar,2.0,165,75,6,1.98,0,False,22.2,42,31,264,False,38.0,191,76,,273,,None,55,152,95,p477555,0,0,None,0,,477555.jpg,2.5,176,76,False,-23,None,-53.8,"[{'offset': 0, 'projected_percent': '-57.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-68.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-80.0', 'likelihood': -3}]",12,0,161,False,0,0.0,,[],Bobb,0.3,297,103,False,None,4,1.32,a,6,10,54,2026-01-30,69.0,49,30,10,14325,322,19377,271,0.4,1.8,Bobb,0
0,1998-02-14,0,51,True,True,None,None,1,0.33,5,207189,None,,0,0,-1,1,65.6,58,47,17,5.6,None,,0,3,1.6,1.6,0,0.34,0.11,0.37,0.12,0.03,6.18,2.04,0.01,Sander,1.6,195,90,5,1.65,0,False,12.2,141,70,265,False,41.4,178,69,,273,,None,49,359,215,p207189,0,0,None,0,,207189.jpg,2.0,210,92,False,-32,None,-24.4,"[{'offset': 0, 'projected_percent': '-28.9', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-44.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-61.0', 'likelihood': -3}]",8,0,161,False,0,0.0,,[],Berge,0.3,295,102,False,None,3,0.99,a,4,10,54,2024-08-22,15.0,183,92,8,5814,83,16998,242,0.3,1.6,Berge,0
0,1991-01-20,0,0,True,True,0,0,0,0,0,76357,None,,0,0,-1,1,0.0,534,221,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,556,227,0,0,0,False,0.0,539,216,266,False,0.0,534,214,,0,Knee injury - Expected back 10 Oct,2026-08-14T18:00:06.460944Z,49,344,207,p76357,0,0,None,0,,76357.jpg,0.0,556,227,False,-1,None,-8.4,"[{'offset': 0, 'projected_percent': '-14.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-35.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-57.0', 'likelihood': -3}]",0,0,243,False,0,0,https://www.fulhamfc.com/news/2026/august/21/team-news-joachim-andersen-tom-cairney-absent-for-chelsea/,[],Cairney,0.0,643,282,False,None,0,0,i,0,10,54,2015-07-07,0.0,493,193,0,102,1,317,6,0.0,0.0,Cairney,0
0,2007-01-03,3,99,True,True,None,None,1,0.26,4,577725,None,,0,0,0,0,60.4,67,52,23,5.98,None,,0,3,4.4,4.4,0,0.43,0.11,1.59,0.41,1.16,7.04,1.83,0.3,Josh,4.4,49,20,7,1.82,2,False,30.2,16,13,268,False,108.2,34,14,,346,,None,55,166,105,p577725,0,0,None,0,,577725.jpg,5.5,42,22,False,695,None,66.6,"[{'offset': 0, 'projected_percent': '69.2', 'likelihood': 3}, {'offset': 1, 'projected_percent': '78.7', 'likelihood': 3}, {'offset': 2, 'projected_percent': '88.2', 'likelihood': 3}]",12,0,241,False,0,0.0,,[],King,2.1,124,37,False,None,4,1.04,a,7,10,54,2024-02-02,133.0,8,3,22,261667,17532,81132,2564,0.8,4.0,King,0
0,2000-05-18,0,13,True,True,75,75,0,0.0,2,184349,3,,0,0,-1,1,26.3,170,54,3,5.4,None,,0,2,0.4,0.4,0,0.44,0.79,0.57,1.02,0.13,1.80,3.24,0.23,Ryan,0.6,299,106,1,1.8,0,False,7.5,210,77,269,False,17.2,270,110,,50,Groin injury - 75% chance of playing,2026-09-14T11:30:07.403957Z,44,558,142,p184349,0,0,None,0,,184349.jpg,1.0,306,112,False,-50,None,-51.5,"[{'offset': 0, 'projected_percent': '-55.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-69.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-84.2', 'likelihood': -3}]",3,0,241,False,0,0.0,https://www.fulhamfc.com/news/2026/september/18/team-news-concussion-rules-tete-out-but-sessegnon-could-return/,[],Sessegnon,0.3,301,110,False,None,0,0.0,d,1,10,54,2024-07-26,31.0,120,33,3,2449,6,18030,332,0.1,0.7,Sessegnon,0
0,1995-01-27,0,0,True,True,None,None,0,0,0,153366,None,,0,0,-1,1,0.0,444,188,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harrison,0.0,475,196,0,0,0,False,0.0,455,183,270,False,0.0,450,181,,0,,None,44,556,292,p153366,0,0,None,0,,153366.jpg,0.0,475,196,False,-140,None,0.2,"[{'offset': 0, 'projected_percent': '-3.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-20.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-38.0', 'likelihood': -2}]",0,0,241,False,0,0,,[],Reed,1.1,168,53,False,None,0,0,a,0,10,54,2020-08-30,0.0,391,160,0,34036,544,67319,1094,0.0,0.0,Reed,0
0,2001-05-04,0,15,True,True,None,None,0,0.0,2,244042,None,,0,0,-1,1,21.9,189,22,2,6.43,None,,0,4,0.6,0.6,0,0.00,0.0,0.40,1.29,0.40,0.49,1.58,1.29,Rodrigo,0.6,320,38,0,0.0,0,False,6.9,222,23,271,False,11.2,291,29,Rodrigo Muniz,28,,None,54,190,44,p244042,0,0,None,0,,244042.jpg,1.0,372,42,False,-16,None,-34.8,"[{'offset': 0, 'projected_percent': '-36.3', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-41.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-47.4', 'likelihood': -3}]",0,0,30,False,0,0.0,,[],Muniz Carvalho,0.4,265,46,False,None,0,0.0,a,0,10,54,2021-08-20,36.0,112,23,3,14692,363,32766,325,0.1,0.6,Muniz,0
0,2007-07-04,0,0,True,True,None,None,0,0,0,631786,None,,0,0,0,0,0.0,522,60,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jonah,0.0,547,61,0,0,0,False,0.0,528,58,272,False,0.0,523,55,,0,,None,45,541,77,p631786,0,0,None,0,,631786.jpg,0.0,547,61,False,-476,None,-46.0,"[{'offset': 0, 'projected_percent': '-49.3', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-61.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-73.4', 'likelihood': -3}]",0,0,206,False,0,0,,[],Kusi-Asare,5.6,69,9,False,None,0,0,a,0,10,54,2026-06-27,0.0,481,54,0,151583,2112,272870,5065,0.0,0.0,Kusi-Asare,0
0,2004-03-24,0,50,True,True,None,None,1,0.26,6,551466,None,,0,0,0,0,32.0,152,14,16,4.16,None,,0,4,2.4,2.4,0,0.25,0.07,1.89,0.5,1.64,7.04,1.83,0.43,Gonzalo,2.4,143,14,7,1.82,1,False,19.8,52,9,569,False,53.0,145,9,,346,,None,60,73,17,p551466,0,0,1,0,,551466.jpg,3.0,151,15,False,361,None,48.3,"[{'offset': 0, 'projected_percent': '49.6', 'likelihood': 3}, {'offset': 1, 'projected_percent': '54.6', 'likelihood': 3}, {'offset': 2, 'projected_percent': '59.5', 'likelihood': 3}]",8,0,200,False,0,0.0,,[],García,3.7,91,11,False,None,4,1.04,a,2,10,54,2026-08-03,113.0,16,8,12,374058,11749,284073,4688,0.4,2.0,Gonzalo,0
0,2004-11-11,1,43,True,True,None,None,0,0.0,3,571779,None,,0,0,-1,1,22.3,186,105,13,5.65,None,,0,3,2.2,2.2,0,0.03,0.01,1.01,0.44,0.98,4.97,2.16,0.43,César,2.2,152,69,6,2.61,1,False,12.4,137,69,570,False,39.6,186,75,,207,,None,54,218,139,p571779,0,0,None,0,,571779.jpg,3.7,109,46,False,-2,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-0.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-2.3', 'likelihood': -1}]",8,0,200,False,0,0.0,,[],Palacios,0.2,357,129,False,None,3,1.3,a,2,10,54,2026-08-03,62.0,56,36,11,5528,239,9784,138,0.4,2.0,Palacios,1
0,2003-11-05,0,44,True,True,None,None,1,0.42,12,463210,None,,0,0,0,0,42.7,120,75,33,13.94,None,,0,3,1.8,1.8,0,0.14,0.06,0.23,0.1,0.09,5.05,2.13,0.04,Shea,1.8,180,83,4,1.69,0,False,10.2,172,82,580,False,45.4,169,65,,213,,None,50,289,174,p463210,0,0,None,0,,463210.jpg,2.2,195,84,False,-8,None,-87.8,"[{'offset': 0, 'projected_percent': '-92.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-107.1', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-122.1', 'likelihood': -5}]",19,0,242,False,0,0.0,,[],Charles,0.1,458,180,False,None,2,0.85,a,2,10,54,2026-08-11,14.0,195,100,9,1796,66,3734,58,0.4,1.8,Charles,0
0,2005-10-12,0,0,False,True,0,0,0,0,0,547686,None,,0,0,0,0,0.0,425,162,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luc,0.0,458,166,0,0,0,False,0.0,436,162,610,False,0.0,431,162,,0,has joined  Real Salt Lake on loan for the rest of the seaon.,2026-08-28T11:30:08.336405Z,40,637,192,p547686,0,0,None,0,,547686.jpg,0.0,458,166,False,-12,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,39,False,0,0,,[],De Fougerolles,0.1,451,162,False,None,0,0,u,0,10,54,2023-07-19,0.0,365,143,0,5787,0,4849,103,0.0,0.0,De Fougerolles,0
0,2008-07-07,0,0,True,True,None,None,0,0,0,616069,None,,0,0,0,0,0.0,517,210,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Macaulay,0.0,542,218,0,0,0,False,0.0,523,205,626,False,0.0,518,203,,0,,None,45,534,279,p616069,0,0,None,0,,616069.jpg,0.0,542,218,False,-56,None,-66.0,"[{'offset': 0, 'projected_percent': '-73.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-99.9', 'likelihood': -4}, {'offset': 2, 'projected_percent': '-126.4', 'likelihood': -5}]",0,0,38,False,0,0,,[],Zepa,0.3,291,100,False,None,0,0,a,0,10,54,2026-07-06,0.0,475,182,0,34193,26,16615,401,0.0,0.0,Zepa,0
0,2004-06-27,0,6,True,True,None,None,0,0.0,0,551050,None,,0,0,0,0,1.8,318,161,2,7.5,None,,0,3,0.7,0.7,0,0.23,0.86,0.36,1.35,0.13,0.46,1.72,0.49,Hugo,0.7,293,136,0,0.0,0,False,1.5,335,153,635,False,3.6,349,160,,24,,None,50,325,196,p551050,0,0,None,0,,551050.jpg,1.0,353,160,False,3,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",1,0,206,False,0,0.0,,[],Larsson,0.0,622,266,False,None,0,0.0,a,1,10,54,2026-09-01,9.0,230,113,2,761,16,245,12,0.1,0.4,Larsson,0
