first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
Alexander,Isak,3,0,25,333,4,34.1,113.6,176.0,5,102,32.3,2,0,0,21.9,91,FWD,2.7
Hugo,Ekitiké,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,74,FWD,0.0
Lewis,Koumas,0,0,2,13,0,0.5,1.2,7.0,0,7,0.9,0,0,0,0.0,50,MID,0.4
Jayden,Danns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD,0.0
Harvey,Elliott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Ronald,Araujo,0,0,15,194,0,7.7,48.8,4.0,0,53,6.0,2,0,1,2.9,54,DEF,2.8
Bradley,Barcola,0,0,4,97,0,24.1,8.6,10.0,0,14,4.3,1,0,0,1.9,80,MID,0.5
Enzo,Fernández,0,0,6,181,0,51.6,24.0,33.0,0,40,10.8,2,0,1,3.5,69,MID,0.9
Iliman,Ndiaye,0,1,17,311,1,74.0,70.2,70.0,1,79,21.5,2,0,0,7.2,58,MID,2.9
Gianluigi,Donnarumma,0,0,17,360,2,0.0,81.0,0.0,0,75,8.2,2,0,0,7.8,55,GK,3.1
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Nico,O'Reilly,0,0,5,158,2,38.7,12.4,16.0,0,19,6.7,0,0,0,11.5,64,DEF,0.8
Marc,Guéhi,1,0,26,360,2,43.5,113.2,32.0,4,101,18.8,2,0,0,18.6,60,DEF,4.3
Matheus,Nunes,0,0,10,123,0,3.0,35.0,4.0,1,38,4.2,1,0,0,1.0,59,DEF,1.7
Rúben,dos Santos Gato Alves Dias,0,0,16,360,2,47.0,89.4,39.0,0,79,17.5,2,0,0,1.9,55,DEF,2.9
Joško,Gvardiol,1,2,33,344,2,52.1,110.4,30.0,6,113,19.3,2,0,1,26.0,57,DEF,5.8
Rayan,Aït-Nouri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,53,DEF,0.0
Abdukodir,Khusanov,0,0,9,268,2,12.6,51.6,4.0,0,53,6.8,1,0,1,1.4,54,DEF,1.7
Max,Alleyne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Rico,Lewis,0,0,1,56,1,3.8,3.8,39.0,0,-1,4.7,0,0,0,0.2,44,DEF,0.2
Vitor,de Oliveira Nunes dos Reis,0,0,1,1,0,0.9,1.2,0.0,0,3,0.2,0,0,0,0.0,45,DEF,0.2
Antoine,Semenyo,0,2,16,360,2,113.9,59.8,88.0,0,82,26.2,2,0,0,14.7,84,MID,1.9
Phil,Foden,0,2,9,217,2,122.3,57.6,45.0,1,52,22.3,0,1,1,2.0,69,MID,1.3
Rayan,Cherki,2,2,26,218,1,155.4,123.0,81.0,4,115,36.0,1,0,1,27.9,78,MID,3.3
Jérémy,Doku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,74,MID,0.0
Rodrigo 'Rodri',Hernandez Cascante,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,MID,0.0
Tijjani,Reijnders,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,MID,0.0
Mateo,Kovačić,0,0,2,42,0,5.2,4.2,0.0,0,12,0.9,0,0,0,0.1,54,MID,0.4
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Divine,Mukasa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Jeremy,Monga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Erling,Haaland,4,0,33,360,2,20.5,155.6,201.0,9,142,37.7,2,0,0,73.3,156,FWD,2.1
Elliot,Anderson,0,0,13,323,2,72.4,74.0,18.0,0,80,16.5,2,0,1,4.2,63,MID,2.1
Gerónimo,Rulli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,GK,0.0
Ayyoub,Bouaddi,0,0,2,22,0,4.8,13.0,0.0,0,8,1.8,0,0,0,0.2,55,MID,0.4
Ryan,McAidoo,0,0,2,11,0,0.5,5.2,3.0,0,8,0.8,0,0,0,0.1,45,MID,0.4
Kaden,Braithwaite,0,0,1,1,0,0.8,0.6,0.0,0,3,0.1,0,0,0,0.2,40,DEF,0.2
Allan,Andrade Elias,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,MID,0.0
Floyd,Samba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Youri,Tielemans,0,0,10,312,7,90.3,69.0,37.0,0,71,19.7,0,0,0,1.5,58,MID,1.7
Carlos,Baleba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID,0.0
Andrey,Nascimento dos Santos,0,0,4,82,4,5.5,24.8,8.0,0,23,3.9,0,0,0,0.6,48,MID,0.8
Karl,Darlow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Senne,Lammens,0,0,7,360,7,0.0,85.6,0.0,0,36,8.6,0,0,0,10.3,49,GK,1.4
Altay,Bayındır,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Patrick,Dorgu,0,0,6,165,6,32.9,30.8,61.0,0,15,11.5,0,0,1,0.5,58,MID,1.0
Matthijs,de Ligt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Diogo,Dalot Teixeira,0,0,6,256,3,92.7,35.0,42.0,0,35,17.1,0,0,1,1.7,49,DEF,1.2
Harry,Maguire,0,1,8,360,7,33.0,68.8,38.0,0,33,14.0,0,0,2,9.2,49,DEF,1.6
Lisandro,Martínez,0,0,6,270,5,5.5,54.0,10.0,0,23,7.0,0,0,0,1.3,50,DEF,1.2
Leny,Yoro,0,0,2,22,2,2.4,7.8,2.0,0,-1,1.3,0,0,0,0.5,48,DEF,0.4
Ayden,Heaven,0,0,1,90,2,2.6,6.8,11.0,0,5,2.0,0,0,0,0.3,44,DEF,0.2
Noussair,Mazraoui,0,0,3,97,4,31.2,21.0,11.0,0,6,6.4,0,0,0,0.5,44,DEF,0.7
Luke,Shaw,0,1,7,252,4,85.6,86.0,13.0,0,47,18.4,0,0,1,8.2,43,DEF,1.6
Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Tyler,Fredricson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Bruno,Borges Fernandes,3,1,29,360,7,182.9,173.0,104.0,3,133,46.0,0,0,0,39.8,120,MID,2.4
Bryan,Mbeumo,2,1,23,360,7,117.9,106.2,126.0,3,87,35.1,0,0,1,21.4,79,MID,2.9
Matheus,Santos Carneiro da Cunha,0,2,16,317,4,76.3,30.6,88.0,1,63,19.6,1,0,0,5.7,79,MID,2.0
Marcus,Rashford,0,0,8,275,2,109.5,36.8,99.0,0,43,24.5,1,0,0,1.6,70,MID,1.1
Mason,Mount,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Amad,Diallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,57,MID,0.0
Kobbie,Mainoo,0,1,18,275,3,71.4,72.0,12.0,2,84,15.5,0,0,0,1.6,55,MID,3.3
Manuel,Ugarte Ribeiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Jack,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Shea,Lacey,0,0,1,10,0,0.6,0.2,0.0,0,3,0.1,0,0,0,0.1,49,MID,0.2
Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Bendito,Mantato,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,0.0
Tyler,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,MID,0.0
Benjamin,Sesko,1,0,8,76,3,11.9,34.6,36.0,0,39,8.2,0,0,0,1.8,70,FWD,1.1
Joshua,Zirkzee,0,0,1,7,0,4.8,4.4,0.0,0,4,0.9,0,0,0,0.4,53,FWD,0.2
Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,FWD,0.0
Nico,González Iglesias,0,0,5,164,2,42.0,13.4,2.0,0,23,5.8,1,0,1,0.2,55,MID,0.9
Nick,Pope,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,49,GK,0.0
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Ewen,Jaouen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,GK,0.0
Malick,Thiaw,0,0,14,450,9,14.9,74.8,2.0,0,32,9.2,1,0,0,2.2,50,DEF,2.8
Fabian,Schär,0,0,2,25,2,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,DEF,0.4
Sven,Botman,0,0,15,450,9,3.3,100.8,6.0,0,48,11.1,1,0,1,0.7,50,DEF,3.0
Dan,Burn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,49,DEF,0.0
Lewis,Hall,1,1,30,449,9,59.8,110.0,14.0,5,124,18.3,1,0,0,15.1,52,DEF,5.8
Tino,Livramento,0,1,4,33,1,3.8,5.0,4.0,0,12,1.3,0,0,1,0.1,49,DEF,0.8
Alex,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Harvey,Barnes,1,3,28,450,9,44.1,57.6,69.0,3,105,17.1,1,0,0,4.6,61,MID,4.6
Anthony,Elanga,2,0,18,232,3,50.6,82.6,61.0,2,71,19.4,1,0,1,5.6,61,MID,3.0
Jacob,Ramsey,1,0,7,69,1,6.3,40.4,21.0,0,26,6.7,0,0,1,0.3,49,MID,1.4
Jacob,Murphy,0,0,3,181,5,7.2,3.6,6.0,0,21,1.6,0,0,3,0.1,59,MID,0.5
Joelinton Cássio,Apolinário de Lira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Lewis,Miley,0,0,12,396,8,41.7,36.6,5.0,0,68,8.3,1,0,1,0.1,55,MID,2.2
Joe,Willock,2,0,22,284,5,33.7,52.0,46.0,3,80,12.4,1,0,0,0.5,50,MID,4.4
Bazoumana,Touré,1,0,8,50,1,5.3,36.6,21.0,0,29,6.3,0,0,0,0.1,58,MID,1.4
Sean,Steur,0,0,8,223,5,21.9,19.4,0.0,0,42,4.2,1,0,0,0.1,49,MID,1.6
Nick,Woltemade,0,1,4,19,0,10.5,18.2,11.0,0,18,4.0,0,0,0,0.5,59,FWD,0.7
Yoane,Wissa,1,1,15,441,8,55.4,57.8,86.0,2,54,19.9,1,0,2,19.2,62,FWD,2.4
William,Osula,0,1,4,55,1,13.7,28.2,8.0,0,18,5.0,0,0,0,0.3,58,FWD,0.7
Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,FWD,0.0
Aladji,Bamba,0,0,3,27,1,0.3,5.4,0.0,0,12,0.6,0,0,0,0.1,49,MID,0.6
Lukás,Hornícek,0,0,14,450,9,0.0,138.6,0.0,0,71,13.8,1,0,1,1.5,50,GK,2.8
Amar,Dedic,0,1,13,327,7,40.7,70.0,15.0,2,36,12.6,1,0,0,2.1,45,DEF,2.9
Leo,Shahar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Matias,Fernandez-Pardo,0,0,4,157,4,11.7,2.2,10.0,0,16,2.4,0,0,0,0.1,60,FWD,0.7
Mason,Miley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Liam,Delap,1,0,9,190,2,43.5,35.0,50.0,0,43,12.8,1,0,1,2.9,56,FWD,1.6
Daniel,Muñoz Mejía,0,0,4,178,3,58.5,35.2,64.0,0,27,15.8,0,0,0,5.9,54,DEF,0.7
Matz,Sels,0,0,13,363,4,0.0,68.2,0.0,0,60,6.8,1,0,0,1.6,50,GK,2.6
John Victor,Maciel Furtado,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Neco,Williams,0,1,18,363,4,61.9,69.8,26.0,1,69,15.8,1,0,0,9.1,50,DEF,3.6
Felipe,Rodrigues da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Nikola,Milenković,0,0,12,270,3,1.4,53.2,16.0,0,34,7.0,1,0,1,1.1,54,DEF,2.2
Murillo,Costa dos Santos,0,1,20,362,4,38.3,94.2,18.0,0,63,15.1,1,0,1,2.1,55,DEF,3.6
Ola,Aina,0,0,8,306,3,53.3,58.2,15.0,0,45,12.7,1,0,2,2.6,45,DEF,1.8
Jair,Paula da Cunha Filho,0,0,11,273,3,2.4,55.4,1.0,0,40,5.9,1,0,1,0.2,45,DEF,2.4
Nicolò,Savona,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Zach,Abbott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Luca,Netz,0,0,2,20,1,0.9,2.0,0.0,0,3,0.3,0,0,0,0.0,44,DEF,0.5
Tyler,Bindon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Morgan,Gibbs-White,1,2,27,363,4,123.3,101.0,72.0,6,95,29.6,1,0,0,16.0,80,MID,3.4
Callum,Hudson-Odoi,0,0,1,1,0,0.3,0.0,0.0,0,2,0.0,0,0,0,0.2,58,MID,0.2
Dan,Ndoye,1,0,15,261,2,38.3,37.6,74.0,2,44,14.7,1,0,1,0.8,55,MID,2.7
Omari,Hutchinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,MID,0.0
Dilane,Bakwa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
James,McAtee,0,0,11,337,3,147.8,48.8,20.0,0,79,21.7,2,0,2,0.1,55,MID,2.0
Nicolás,Domínguez,0,0,1,1,0,0.0,0.2,0.0,0,3,0.0,0,0,0,0.1,49,MID,0.2
Ibrahim,Sangaré,0,0,3,98,1,13.4,20.2,5.0,0,12,3.9,0,0,0,0.4,49,MID,0.6
Ryan,Yates,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,45,MID,0.0
Chris,Wood,0,0,3,45,1,2.5,0.2,3.0,0,9,0.4,0,0,0,0.9,58,FWD,0.5
Igor Jesus,Maciel da Cruz,1,0,11,226,3,31.5,51.4,86.0,2,49,16.9,0,0,1,2.8,58,FWD,1.9
Arnaud,Kalimuendo,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,54,FWD,0.2
Xaver,Schlager,0,0,12,289,4,19.2,54.8,27.0,0,57,10.2,1,0,1,0.1,50,MID,2.4
Ousmane,Diomande,0,0,6,94,1,0.4,24.6,11.0,0,16,3.6,0,0,0,0.5,54,DEF,1.1
Steven,Benda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Jan Paul,van Hecke,1,0,24,450,8,44.5,109.8,53.0,2,81,20.7,2,0,1,6.6,49,DEF,4.9
Tosin,Adarabioyo,0,0,1,5,0,0.2,9.0,0.0,0,5,0.9,0,0,0,0.2,44,DEF,0.2
Omar,Marmoush,0,0,8,339,5,49.1,12.4,52.0,0,40,11.1,2,0,0,2.2,70,FWD,1.1
Sávio,Moreira de Oliveira,0,0,8,240,3,71.0,27.0,43.0,0,65,14.2,2,0,0,0.7,65,MID,1.2
Sandro,Tonali,0,0,14,427,8,71.4,46.2,18.0,0,88,13.6,2,0,0,2.0,53,MID,2.6
Guglielmo,Vicario,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,40,GK,0.0
Antonín,Kinský,0,0,18,450,8,10.0,77.6,0.0,0,77,8.8,2,0,0,18.1,45,GK,4.0
Martin,Dubravka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,17.4,40,GK,0.0
Marcos,Senesi Barón,0,0,3,90,3,2.2,36.6,0.0,0,10,3.9,0,0,0,3.7,58,DEF,0.5
Pedro,Porro Sauceda,0,0,9,198,2,43.7,22.6,27.0,1,33,9.3,1,0,0,8.2,54,DEF,1.7
Cristian,Romero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,0.0
Andrew,Robertson,0,1,17,366,7,67.8,59.8,35.0,1,69,16.2,1,0,0,2.6,44,DEF,3.9
Micky,van de Ven,0,0,16,360,5,6.4,51.6,14.0,3,69,7.2,2,0,1,3.9,50,DEF,3.2
Djed,Spence,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF,0.0
Destiny,Udogie,0,0,7,86,1,13.5,9.8,4.0,0,21,2.7,1,0,1,0.3,44,DEF,1.6
Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Ben,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39,DEF,0.0
Jun'ai,Byfield,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
James,Rowswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
João Victor,de Souza Menezes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,DEF,0.0
Mohammed,Kudus,0,1,7,123,3,31.2,12.4,19.0,0,47,6.3,0,0,0,0.1,65,MID,1.1
Xavi,Simons,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59,MID,0.0
Mathys,Tel,0,0,8,257,4,52.7,21.6,72.0,0,41,14.6,1,0,0,0.2,57,MID,1.4
James,Maddison,0,0,3,59,2,12.1,11.2,8.0,0,18,3.2,0,0,0,0.4,63,MID,0.5
Rodrigo,Bentancur,0,0,15,370,6,33.0,58.4,6.0,0,69,9.9,2,0,0,0.2,55,MID,2.7
Wilson,Odobert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Pape Matar,Sarr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID,0.0
Conor,Gallagher,1,0,9,134,2,9.9,10.2,3.0,0,48,2.2,1,0,1,0.2,53,MID,1.7
Lucas,Bergvall,0,0,3,78,2,9.9,8.0,9.0,0,13,2.3,0,0,0,0.1,54,MID,0.6
Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,MID,0.0
Archie,Gray,0,0,9,307,7,11.5,17.6,10.0,0,44,3.9,1,0,0,0.2,49,MID,1.8
Mikey,Moore,0,0,3,89,4,6.3,14.2,56.0,0,11,7.5,0,0,0,0.1,50,MID,0.6
Callum,Olusesi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,44,MID,0.0
Mateus,Fernandes,0,0,7,249,4,86.9,24.2,25.0,0,50,13.5,1,0,1,0.8,58,MID,1.2
Dominic,Solanke-Mitchell,0,0,7,170,1,4.9,3.2,21.0,0,21,2.7,1,0,0,0.8,58,FWD,1.2
Richarlison,de Andrade,0,0,2,67,3,2.2,0.0,0.0,0,6,0.2,0,0,0,0.7,59,FWD,0.3
Dane,Scarlett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,45,FWD,0.0
Mykhailo,Mudryk,0,0,1,16,0,0.1,0.0,2.0,0,3,0.1,0,0,0,0.0,54,MID,0.2
Luca,Williams-Barnett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Kevin,Danso,0,0,3,180,3,21.9,37.6,2.0,0,15,6.2,0,0,0,0.2,50,DEF,0.6
Robin,Roefs,0,0,11,360,5,0.0,59.0,0.0,0,49,5.9,1,0,0,2.5,49,GK,2.2
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Melker,Ellborg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Daniel,Ballard,0,0,12,360,5,23.5,75.8,24.0,0,43,12.3,1,0,2,2.6,49,DEF,2.4
Nordi,Mukiele,0,0,13,270,3,17.9,85.4,48.0,1,39,15.1,1,0,1,1.9,54,DEF,2.4
Trai,Hume,0,0,9,195,1,58.6,31.8,15.0,0,46,10.6,1,0,0,3.0,43,DEF,2.1
Omar,Alderete,0,0,1,23,1,0.6,0.0,0.0,0,2,0.0,0,0,0,0.2,49,DEF,0.2
Reinildo,Mandava,0,0,7,360,5,36.4,53.8,6.0,0,37,9.5,1,1,0,0.3,45,DEF,1.6
Jenson,Seelt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luke,O'Nien,0,0,1,66,1,1.4,11.4,4.0,0,1,1.7,0,0,1,2.4,39,DEF,0.3
Arthur,Masuaku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Thomas,Meunier,0,0,11,318,4,28.6,47.4,41.0,0,37,11.8,1,0,0,0.3,45,DEF,2.4
Enzo,Le Fée,1,0,13,348,4,64.5,54.8,80.0,1,57,20.1,1,0,0,3.4,57,MID,2.3
Habib,Diarra,0,1,5,28,1,10.9,15.6,2.0,0,18,2.9,0,0,0,0.0,54,MID,0.9
Granit,Xhaka,0,1,19,360,5,153.8,69.0,3.0,5,91,22.6,1,0,2,3.8,55,MID,3.5
Noah,Sadiki,0,0,8,343,5,56.2,52.8,80.0,0,66,18.9,1,0,1,0.2,49,MID,1.6
Simon,Adingra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Romaine,Mundle,0,0,1,1,0,0.1,8.0,17.0,0,2,2.5,0,0,0,0.0,49,MID,0.2
Chris,Rigg,0,0,2,17,1,0.3,0.0,0.0,0,6,0.0,0,0,0,0.0,49,MID,0.4
Chemsdine,Talbi,0,0,1,31,1,0.9,0.0,0.0,0,1,0.0,0,0,0,0.1,53,MID,0.2
Djiamgone Jocelin Ta,Bi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Nilson,Angulo,1,0,12,254,3,26.6,50.8,34.0,0,54,11.1,1,0,1,0.1,50,MID,2.4
Brian,Brobbey,0,0,7,309,4,52.9,4.4,58.0,0,21,11.3,1,0,1,5.4,57,FWD,1.2
Wilson,Isidor,1,1,14,95,2,0.7,30.6,35.0,3,48,6.6,0,0,0,1.3,55,FWD,2.5
Dayann,Méthalie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Jules,Ahoka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,0.0
Malick,Fofana,0,0,2,30,1,1.3,0.0,6.0,0,5,0.7,0,0,0,0.0,55,MID,0.4
Juan,Angulo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45,FWD,0.0
