name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Armin Pecsi,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,353,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,12,0,0,0,0,0,3,0,2180,0,0,2,0,0.0,0,-284,0,284,40,False,0
Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,0.0,0,0,0,0,0,0.0,0,402,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,7,0,0,0,0,0,3,0,1283,0,0,0,1,0.0,0,-269,0,269,65,True,0
Karl Darlow,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,325,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,9,0,0,0,0,0,3,0,4184,0,0,2,2,0.0,0,-122,340,462,45,False,0
Aaron Hickey,DEF,Brentford,1.0,0,0,0,0,4,1.0,5,90,0.00,0.00,0.00,1.36,22,1,0,0.9,7.6,2026-09-05T14:00:00Z,45,False,20,0,0,0,2,0,3,0,7835,0,1,1,1,0.0,1,-239,653,892,45,True,0
Lucas Bergvall,MID,Spurs,0.6,0,0,0,0,0,0.0,0,520,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,17646,0,0,0,0,0.0,0,-3012,482,3494,54,False,0
Nicolas Jackson,FWD,Aston Villa,2.0,0,0,10,1,0,17.5,2,166,0.44,0.68,0.24,0.22,25,0,0,3.9,1.2,2026-09-05T16:30:00Z,84,False,11,0,0,0,2,0,3,0,115958,1,0,0,0,20.0,2,37834,46877,9043,65,False,0
Romain Esse,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,3105,0,0,3,2,0.0,0,-965,188,1153,50,False,0
Harvey Davies,GK,Liverpool,0.0,0,0,0,0,0,0.0,0,355,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,12,0,0,0,0,0,3,0,16191,0,0,2,0,0.0,0,578,1717,1139,40,False,0
Olivier Boscagli,DEF,Brighton,3.8,0,0,17,0,4,62.3,4,114,0.33,0.33,0.00,2.49,23,1,0,8.3,20.6,2026-09-05T14:00:00Z,90,False,13,0,0,0,4,0,3,0,31479,1,0,1,1,0.0,2,2298,6293,3995,45,True,0
Pape Matar Sarr,MID,Spurs,0.0,0,0,0,0,0,0.0,0,518,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,14992,0,0,0,0,0.0,0,-1782,4025,5807,49,False,0
Ezri Konsa Ngoyo,DEF,Arsenal,2.4,0,0,15,0,7,1.4,10,31,0.01,0.01,0.00,0.39,29,1,0,2.5,19.4,2026-09-06T15:30:00Z,90,False,6,0,0,0,5,0,3,0,1139279,1,3,1,2,4.0,4,71726,270872,199146,44,True,0
Endo Wataru,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,374,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,12,0,0,0,0,0,3,0,6810,0,0,2,0,0.0,0,-648,798,1446,50,False,0
Juan Angulo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,651,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,4,0,0,0,0,0,3,0,27023,0,0,1,1,0.0,0,14103,15939,1836,45,False,0
Femi Azeez,MID,Brighton,0.0,0,0,0,0,0,0.0,0,652,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,13,0,0,0,0,0,3,0,256,0,0,1,1,0.0,0,214,248,34,55,True,0
Joél Drakes-Thomas,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,221,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,8457,0,0,3,2,0.0,0,-252,939,1191,45,False,0
Bazoumana Touré,MID,Newcastle,1.6,0,0,0,0,0,0.0,0,461,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2026-09-05T11:30:00Z,0,False,3,0,0,0,0,0,3,0,15932,0,0,2,2,0.0,0,-5573,657,6230,59,True,0
Maxim De Cuyper,DEF,Brighton,7.4,1,0,17,0,1,22.1,2,115,0.14,0.14,0.00,2.40,23,1,0,4.4,19.6,2026-09-05T14:00:00Z,76,False,13,0,0,0,4,0,3,0,1978466,1,1,1,1,2.0,4,762031,871841,109810,47,True,1
Bradley Barcola,MID,Liverpool,1.3,0,0,5,0,0,10.5,0,627,0.07,0.07,0.00,0.17,21,0,0,1.6,3.0,2026-09-04T19:00:00Z,26,False,12,0,0,0,0,0,3,0,145340,0,0,2,0,2.0,1,116172,135788,19616,80,False,0
Azor Matusiwa,MID,Ipswich Town,0.0,0,0,0,0,0,0.0,0,310,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,14,0,0,0,0,0,3,0,278,0,0,2,0,0.0,0,-55,12,67,50,True,0
Axel Disasi,DEF,Crystal Palace,0.0,0,0,14,0,9,13.3,13,153,0.04,0.04,0.00,3.14,24,2,0,4.7,31.4,2026-09-05T14:00:00Z,90,False,10,0,0,0,8,0,3,0,7480,1,4,3,2,2.0,3,503,1511,1008,45,False,0
Milan van Ewijk,DEF,Coventry City,1.2,0,0,5,0,8,5.2,11,175,0.06,0.06,0.00,2.12,26,1,0,2.4,16.8,2026-09-05T14:00:00Z,90,False,15,0,0,0,4,0,3,0,1209039,1,3,0,1,2.0,3,-80255,41712,121967,40,False,1
Jayden Lienou,DEF,Leeds,0.0,0,0,0,0,0,0.0,0,603,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,5,0,0,0,0,0,3,0,11399,0,0,1,1,0.0,0,1400,2536,1136,40,False,0
Maxence Lacroix,DEF,Chelsea,2.6,0,0,3,0,9,1.3,11,200,0.01,0.01,0.00,2.05,29,2,0,2.9,26.0,2026-09-06T15:30:00Z,90,False,1,0,0,0,2,0,3,0,839049,1,2,1,2,2.0,2,-117331,32879,150210,60,False,1
Anan Khalaili,DEF,Crystal Palace,2.6,0,0,6,0,7,2.3,10,588,0.01,0.73,0.72,3.14,24,2,0,3.2,21.6,2026-09-05T14:00:00Z,90,False,10,0,0,0,3,0,3,0,13924,1,3,3,2,8.0,3,2499,4048,1549,50,False,0
Hidemasa Morita,MID,Hull City,0.0,0,0,0,0,0,0.0,0,563,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,2482,0,0,0,0,0.0,0,104,421,317,50,True,0
João Pedro Junqueira de Jesus,FWD,Chelsea,4.9,0,0,8,0,0,28.8,1,165,0.05,0.07,0.02,2.05,29,2,0,3.7,0.0,2026-09-06T15:30:00Z,90,False,1,0,0,0,1,0,3,0,7177659,1,0,1,2,9.0,1,255757,446528,190771,77,False,1
Dayann Méthalie,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,4,0,0,0,0,0,3,0,632,0,0,1,1,0.0,0,262,362,100,45,False,0
Vitalii Mykolenko,DEF,Everton,5.4,0,0,8,0,3,2.5,6,233,0.01,0.01,0.00,0.69,30,2,0,1.5,12.8,2026-09-06T13:00:00Z,90,False,16,0,0,0,4,0,3,0,178705,1,3,2,2,0.0,1,13864,40120,26256,45,True,0
Myles Lewis-Skelly,MID,Arsenal,1.8,0,0,5,0,0,12.7,2,7,0.10,0.13,0.03,0.26,29,1,0,1.0,0.0,2026-09-06T15:30:00Z,66,False,6,0,0,0,2,0,3,0,71335,1,0,1,2,4.0,2,-4641,8849,13490,55,True,0
Matias Fernandez-Pardo,FWD,Newcastle,1.3,0,0,4,0,0,0.8,1,634,0.00,0.00,0.00,0.04,27,0,0,0.7,0.0,2026-09-05T11:30:00Z,27,False,3,0,0,0,1,0,3,0,5694,0,0,2,2,6.0,1,4798,5384,586,60,True,0
Adam Aznou,DEF,Everton,0.0,0,0,0,0,0,0.0,0,235,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,16,0,0,0,0,0,3,0,14764,0,0,2,2,0.0,0,-3462,719,4181,40,True,0
Wesley Fofana,DEF,Chelsea,1.6,0,0,16,0,14,22.8,17,145,0.04,0.04,0.00,2.05,29,2,0,6.3,39.8,2026-09-06T15:30:00Z,90,False,1,0,0,0,3,0,3,0,7346,1,3,1,2,0.0,3,1351,2579,1228,50,False,0
Kim Ji-soo,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,20,0,0,0,0,0,3,0,1937,0,0,1,1,0.0,0,-133,151,284,45,True,0
Manuel Ángel Morán Ibáñez,MID,Fulham,0.0,0,0,0,0,0,0.0,0,636,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,8,0,0,0,0,0,3,0,151,0,0,3,2,0.0,0,106,120,14,50,True,0
Kevin Santos Lopes de Macedo,MID,Fulham,0.6,0,0,0,0,0,0.0,0,263,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,8,0,0,0,0,0,3,0,4945,0,0,3,2,0.0,0,-789,553,1342,54,True,0
Martin Ødegaard,MID,Arsenal,5.8,0,3,47,0,0,54.2,3,15,0.88,1.60,0.72,0.27,29,1,1,12.9,45.0,2026-09-06T15:30:00Z,76,False,6,0,0,0,3,0,3,0,1130521,1,0,1,2,30.0,10,-52949,119653,172602,66,True,0
Gianluigi Donnarumma,GK,Man City,3.4,0,0,29,1,1,0.0,0,384,0.00,0.00,0.00,1.37,26,0,0,2.7,26.8,2026-09-05T14:00:00Z,90,False,7,0,0,0,2,0,3,3,836587,1,0,0,1,0.0,7,-48925,71140,120065,55,True,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0,0.0,0,495,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,104639,0,0,0,0,0.0,0,3899,9717,5818,40,False,0
Ryan Yates,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,489,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,19,0,0,0,0,0,3,0,152628,0,0,0,0,0.0,0,-864,17319,18183,45,True,0
David Affengruber,DEF,Fulham,2.7,0,0,0,0,0,0.0,0,650,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,8,0,0,0,0,0,3,0,317,0,0,3,2,0.0,0,177,204,27,45,True,0
James Tarkowski,DEF,Everton,8.6,0,0,11,0,9,1.0,12,229,0.01,0.03,0.02,0.69,30,2,0,3.1,24.4,2026-09-06T13:00:00Z,90,False,16,0,0,0,3,0,3,0,1115834,1,3,2,2,6.0,3,126081,211638,85557,60,True,0
Jens Hjertø-Dahl,MID,Hull City,0.2,0,0,4,0,0,0.0,1,574,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,8,False,2,0,0,0,1,0,3,0,6691,0,0,0,0,0.0,1,-1139,321,1460,50,True,0
Jun'ai Byfield,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,509,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,6404,0,0,0,0,0.0,0,71,719,648,40,False,0
Max Dowman,MID,Arsenal,0.2,0,0,0,0,0,0.0,0,20,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,6,0,0,0,0,0,3,0,7381,0,0,1,2,0.0,0,-1389,608,1997,54,True,0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,0.2,0,0,0,0,0,0.0,0,396,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,7,0,0,0,0,0,3,0,2767,0,0,0,1,0.0,0,-130,132,262,45,True,0
Ainsley Maitland-Niles,DEF,Everton,7.0,0,0,13,0,0,0.8,0,649,0.00,0.03,0.03,0.29,30,1,1,4.1,33.4,2026-09-06T13:00:00Z,13,False,16,0,0,0,0,0,3,0,569,0,0,2,2,7.0,7,431,559,128,45,True,0
Shea Charles,MID,Fulham,1.8,0,0,18,0,3,35.2,11,580,0.09,0.09,0.00,1.97,24,3,0,5.6,12.4,2026-09-05T14:00:00Z,78,False,8,0,0,0,8,0,3,0,7900,1,0,3,2,8.0,2,-910,334,1244,50,True,0
Kostas Tsimikas,DEF,Liverpool,0.4,0,0,0,0,0,0.0,0,364,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2026-09-04T19:00:00Z,0,False,12,0,0,0,0,0,3,0,7858,0,0,2,0,0.0,0,-600,487,1087,50,False,0
Zach Abbott,DEF,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,477,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,19,0,0,0,0,0,3,0,22912,0,0,0,0,0.0,0,-2802,1463,4265,40,True,0
Kevin Danso,DEF,Sunderland,0.6,0,0,9,0,7,10.9,8,501,0.08,0.08,0.00,1.21,22,1,0,3.2,20.8,2026-09-05T14:00:00Z,90,False,4,0,0,0,3,0,3,0,16199,1,1,1,1,0.0,2,-2005,1307,3312,50,False,0
Honest Ahanor,DEF,Crystal Palace,1.0,0,0,0,0,0,0.0,0,633,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,296,0,0,3,2,0.0,0,185,217,32,45,False,0
Fábio Ferreira Vieira,MID,Arsenal,0.0,0,0,0,0,0,0.0,0,23,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,6,0,0,0,0,0,3,0,972,0,0,1,2,0.0,0,-136,175,311,55,True,0
Victor Lindelöf,DEF,Aston Villa,1.6,0,0,28,1,4,24.9,4,37,0.08,0.08,0.00,0.57,25,0,0,4.9,22.4,2026-09-05T16:30:00Z,90,False,11,0,0,0,3,0,3,0,29725,1,0,0,0,2.0,6,216,3211,2995,45,False,0
Bart Verbruggen,GK,Brighton,4.6,0,0,17,0,0,3.0,0,109,0.20,0.20,0.00,2.49,23,1,0,3.2,29.2,2026-09-05T14:00:00Z,90,False,13,0,0,0,5,0,3,3,2293721,1,0,1,1,0.0,3,114050,270948,156898,45,True,0
Enzo Fernández,MID,Man City,1.2,0,0,17,1,1,18.9,3,155,0.12,0.25,0.13,1.00,26,0,0,4.7,10.2,2026-09-05T14:00:00Z,75,False,7,0,0,0,1,0,3,0,341334,1,1,0,1,18.0,3,-101968,30968,132936,69,True,0
Eberechi Eze,MID,Arsenal,0.8,0,0,0,0,0,0.0,0,14,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,6,0,0,0,0,0,3,0,146059,0,0,1,2,0.0,0,-32301,8271,40572,64,True,0
Elliot Stroud,MID,Hull City,1.4,0,0,5,1,0,11.8,2,576,0.01,0.05,0.04,1.81,25,0,0,1.4,0.0,2026-09-05T16:30:00Z,62,False,2,0,0,0,2,0,3,0,8900,1,0,0,0,4.0,3,-916,770,1686,50,True,0
Pep Chavarría,DEF,Chelsea,1.0,0,0,2,0,1,2.0,2,583,0.00,0.00,0.00,0.14,29,0,0,0.8,2.4,2026-09-06T15:30:00Z,30,False,1,0,0,0,1,0,3,0,17402,0,1,1,2,4.0,1,-3413,664,4077,50,False,0
Kai Havertz,FWD,Arsenal,3.8,0,2,38,0,1,37.0,1,26,0.27,0.54,0.27,0.27,29,1,1,13.7,43.0,2026-09-06T15:30:00Z,77,False,6,0,0,0,0,0,3,0,686572,1,0,1,2,57.0,8,-68870,72519,141389,75,True,0
Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,206,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,3064,0,0,3,2,0.0,0,-1423,193,1616,44,False,0
Robin Roefs,GK,Sunderland,2.2,0,0,11,0,1,0.0,0,529,0.00,0.00,0.00,1.21,22,1,0,1.3,12.6,2026-09-05T14:00:00Z,90,False,4,0,0,0,13,0,3,1,342137,1,0,1,1,0.0,2,-38987,10237,49224,50,False,0
Tatsuhiro Sakamoto,MID,Coventry City,0.2,0,0,0,0,0,0.0,0,185,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,15,0,0,0,0,0,3,0,8559,0,0,0,1,0.0,0,-1339,404,1743,49,False,0
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0,0.0,0,83,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,20,0,0,0,0,0,3,0,11246,0,0,1,1,0.0,0,-432,975,1407,45,True,0
Jefferson Lerma Solís,MID,Crystal Palace,0.2,0,0,0,0,0,0.0,0,213,0.00,0.00,0.00,0.00,24,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,10,0,0,0,0,0,3,0,9259,0,0,3,2,0.0,0,-1246,496,1742,49,False,0
Jack Clarke,MID,Ipswich Town,2.2,0,0,3,0,1,11.7,2,313,0.02,0.07,0.05,0.06,21,0,0,1.9,3.4,2026-09-04T19:00:00Z,24,False,14,0,0,0,1,0,3,0,24744,0,0,2,0,4.0,1,-4559,1167,5726,55,True,0
Djiamgone Jocelin Ta Bi,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,550,0.00,0.00,0.00,0.00,22,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,4,0,0,0,0,0,3,0,602,0,0,1,1,0.0,0,-21,80,101,50,False,0
Mikel Merino Zazón,MID,Arsenal,0.8,0,0,0,0,0,1.1,0,17,0.00,0.00,0.00,0.11,29,0,0,0.1,0.0,2026-09-06T15:30:00Z,13,False,6,0,0,0,0,0,3,0,51449,0,0,1,2,0.0,0,-10808,3061,13869,59,True,1
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0,0.0,0,523,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,18,0,0,0,0,0,3,0,13268,0,0,0,0,0.0,0,-5650,839,6489,50,False,0
Levi Samuels Colwill,DEF,Chelsea,0.6,0,0,0,0,0,0.0,0,149,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,124492,0,0,1,2,0.0,0,-25878,7720,33598,50,False,0
William Saliba,DEF,Arsenal,0.0,0,0,0,0,0,0.0,0,6,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,6,0,0,0,0,0,3,0,23846,0,0,1,2,0.0,0,-4380,1102,5482,60,True,0
Ayden Heaven,DEF,Man Utd,0.2,0,0,0,0,0,0.0,0,421,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,9,0,0,0,0,0,3,0,34853,0,0,2,2,0.0,0,-7661,1300,8961,45,False,0
Brennan Johnson,MID,Everton,1.8,0,0,3,0,3,22.9,8,209,0.04,0.09,0.05,0.37,30,1,0,3.9,6.6,2026-09-06T13:00:00Z,65,False,16,0,0,0,4,0,3,0,13119,1,1,2,2,9.0,1,-2691,786,3477,59,True,1
Michele Di Gregorio,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,615,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2026-09-05T11:30:00Z,0,False,17,0,0,0,0,0,3,0,2932,0,0,2,2,0.0,0,949,1404,455,45,False,0
Oliver Dovin,GK,Coventry City,0.0,0,0,0,0,0,0.0,0,171,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,15,0,0,0,0,0,3,0,141466,0,0,0,1,0.0,0,-12005,6290,18295,40,False,0
Tim Iroegbunam,MID,Hull City,0.4,0,0,0,0,0,0.0,0,240,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,1385,0,0,0,0,0.0,0,122,309,187,50,True,0
Jordan Henderson,MID,Chelsea,0.2,0,0,0,0,0,0.0,0,101,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,1,0,0,0,0,0,3,0,3322,0,0,1,2,0.0,0,-557,209,766,50,False,0
Abdoul Ouattara,DEF,Ipswich Town,1.2,0,0,4,0,0,14.0,0,592,0.02,0.02,0.00,0.00,21,0,0,1.8,3.6,2026-09-04T19:00:00Z,12,False,14,0,0,0,2,0,3,0,100578,0,0,2,0,0.0,1,-2760,4401,7161,40,True,0
Pau Torres,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,34,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,11,0,0,0,0,0,3,0,46943,0,0,0,0,0.0,0,919,5255,4336,45,False,0
Rodrigo Bentancur,MID,Spurs,3.0,0,0,14,1,11,3.3,17,516,0.01,0.03,0.02,0.92,28,0,0,2.8,18.4,2026-09-05T14:00:00Z,90,False,18,0,0,0,5,0,3,0,17786,1,1,0,0,6.0,5,-1789,831,2620,55,False,0
Bruno Guimarães Rodriguez Moura,MID,Arsenal,1.8,0,0,0,0,0,0.0,0,452,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,6,0,0,0,0,0,3,0,212586,0,0,1,2,0.0,0,-57236,5546,62782,68,True,0
Georginio Rutter,FWD,Brighton,1.2,0,0,0,0,0,0.0,0,125,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2026-09-05T14:00:00Z,0,False,13,0,0,0,0,0,3,0,74079,0,0,1,1,0.0,0,-21930,4546,26476,55,True,0
Virgil van Dijk,DEF,Liverpool,3.4,0,0,32,1,4,1.8,7,356,0.02,0.02,0.00,0.75,21,0,0,2.5,23.2,2026-09-04T19:00:00Z,90,False,12,0,0,0,4,0,3,0,1837428,1,3,2,0,0.0,6,-205785,67650,273435,65,False,0
Carlos Baleba,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,131,0.00,0.00,0.00,0.00,30,0,0,0.0,0.0,2026-09-06T13:00:00Z,0,False,9,0,0,0,0,0,3,0,14956,0,0,2,2,0.0,0,-3278,1696,4974,50,False,0
Abdülkadir Ömür,MID,Hull City,0.0,0,0,0,0,0,0.0,0,292,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,1697,0,0,0,0,0.0,0,-131,323,454,49,True,0
Mark Gillespie,GK,Newcastle,0.0,0,0,0,0,0,0.0,0,443,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2026-09-05T11:30:00Z,0,False,3,0,0,0,0,0,3,0,3576,0,0,2,2,0.0,0,-143,239,382,45,True,0
Andrés García,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,38,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,11,0,0,0,0,0,3,0,187661,0,0,0,0,0.0,0,-506,16171,16677,40,False,0
Yoane Wissa,FWD,Newcastle,3.0,0,0,7,0,0,7.3,3,464,0.03,0.03,0.00,1.37,27,2,0,0.7,0.0,2026-09-05T11:30:00Z,90,False,3,0,0,0,3,0,3,0,1697200,1,0,2,2,0.0,1,1029731,1119139,89408,61,True,1
Jay Dasilva,DEF,Coventry City,1.0,0,0,10,0,5,14.9,7,176,0.08,0.08,0.00,2.12,26,1,0,3.7,21.8,2026-09-05T14:00:00Z,84,False,15,0,0,0,3,0,3,0,79293,1,2,0,1,0.0,2,-4522,2664,7186,40,False,0
James McAtee,MID,Nott'm Forest,2.0,0,0,22,1,0,59.5,7,486,0.22,0.35,0.13,1.06,28,0,0,8.4,14.2,2026-09-05T14:00:00Z,90,False,19,0,0,0,4,0,3,0,8416,1,3,0,0,10.0,2,1865,3393,1528,55,True,1
Emersonn Correia da Silva,FWD,Ipswich Town,5.2,0,0,8,0,1,0.0,3,316,0.00,0.22,0.22,0.62,21,2,0,1.1,3.2,2026-09-04T19:00:00Z,65,False,14,0,0,0,1,0,3,0,167319,1,1,2,0,8.0,2,-30504,20740,51244,55,True,0
Enis Destan,FWD,Hull City,0.0,0,0,0,0,0,0.0,0,298,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,26020,0,0,0,0,0.0,0,-5574,0,5574,45,True,0
Dillon Phillips,GK,Hull City,0.0,0,0,0,0,0,0.0,0,273,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,154754,0,0,0,0,0.0,0,-1922,9318,11240,40,True,0
Abu Kamara,MID,Hull City,0.0,0,0,0,0,0,0.0,0,293,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,258,0,0,0,0,0.0,0,-96,0,96,50,True,0
Boubacar Kamara,MID,Aston Villa,3.0,0,0,20,1,3,26.2,10,47,0.07,0.07,0.00,0.57,25,0,0,4.0,13.6,2026-09-05T16:30:00Z,90,False,11,0,0,0,6,0,3,0,35132,1,1,0,0,0.0,3,-720,5061,5781,50,False,0
Darko Gyabi,MID,Hull City,0.0,0,0,0,0,0,0.0,0,297,0.00,0.00,0.00,0.00,25,0,0,0.0,0.0,2026-09-05T16:30:00Z,0,False,2,0,0,0,0,0,3,0,2158,0,0,0,0,0.0,0,-302,141,443,45,True,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,609,0.00,0.00,0.00,0.00,27,0,0,0.0,0.0,2026-09-05T11:30:00Z,0,False,3,0,0,0,0,0,3,0,31239,0,0,2,2,0.0,0,7555,10871,3316,40,True,0
Kepa Arrizabalaga Revuelta,GK,Arsenal,0.0,0,0,0,0,0,0.0,0,2,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2026-09-06T15:30:00Z,0,False,6,0,0,0,0,0,3,0,8025,0,0,1,2,0.0,0,-615,599,1214,50,True,0
Alisson Becker,GK,Liverpool,3.8,0,1,35,1,2,0.0,0,350,0.00,0.00,0.00,0.75,21,0,0,3.0,30.4,2026-09-04T19:00:00Z,90,False,12,0,0,0,14,0,3,5,402518,1,0,2,0,0.0,8,-15469,42521,57990,55,False,0
Mathys Tel,MID,Spurs,1.6,0,0,11,1,0,20.2,2,514,0.05,0.05,0.00,0.76,28,0,0,4.7,6.8,2026-09-05T14:00:00Z,73,False,18,0,0,0,2,0,3,0,30912,1,0,0,0,20.0,3,-17708,2049,19757,59,False,0
